address,Card Name,Mission,Standard,Shadow,Stainless Steel,Gold,Dark Matter,Ownership,Staking Weight
tz1ro.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
p33bo.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
nftpatataswx,ZFT League of Martians,Community Patch,,,,,,,0.00
le1ho.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
patrick2zonn,ZFT League of Martians,Community Patch,,,,,,,0.00
3..h4.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
arduy.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
.bsvy.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
btgxa.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
n2sh4.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
ikzxi.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
1aguo.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
chiefnyanta4,ZFT League of Martians,Community Patch,,,,,,,0.00
xx2fg.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
kt1wy.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
jefwk.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
ekxho.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
1pwwq.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
alexbartz314,ZFT League of Martians,Community Patch,,,,,,,0.00
xrrvg.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
1i3xo.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
cwrew.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
2t5g2.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
vwiuu.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
lu1v.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
d21d4.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
hohv.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
ppwgw.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
fexwq.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
3f2xc.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
.cauu.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
venhs.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
k1yfw.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
5yhgy.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
ggahw.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
zftlomcolony,ZFT League of Martians,Community Patch,,,,,,,0.00
