address,Card Name,Mission,Standard,Shadow,Stainless Steel,Gold,Dark Matter,Ownership,Staking Weight
r53w2.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
joshwaxanchr,ZFT League of Martians,Community Patch,,,,,,,0.00
pvnus.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
..ox.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
gq3vw.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
dp4wy.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
mmxxg.wam,Guardians of Mars,Community Patch,,,,,,,0.00
nftpatataswx,ZFT League of Martians,Community Patch,,,,,,,0.00
le1ho.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
3..h4.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
xrsha.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
arduy.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
btgxa.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
n2sh4.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
ikzxi.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
5poh.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
fueg2.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
kt1wy.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
v21hs.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
yp2ho.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
rexd1st13312,ZFT League of Martians,Community Patch,,,,,,,0.00
oovwy.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
ekxho.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
1pwwq.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
yynri.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
2t5g2.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
hohv.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
ppwgw.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
fexwq.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
3f2xc.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
.cauu.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
k1yfw.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
5yhgy.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
tkuu2.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
ggahw.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
mzleg.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
zftlomcolony,ZFT League of Martians,Community Patch,,,,,,,0.00
